V1, V2
1413,3365
1418,2780
1419,3216
1421,3062
1421,2786
1421,2801
1421,2539
1421,2642
1421,3657
1421,3305
1421,3657
1421,2149
1421,3223
1428,2885
1428,3425
1428,3576
1433,3785
1433,2862
1433,2862
1433,2308
1435,3654
1435,3464
1435,3672
1435,3711
1439,3417
1440,3675
1440,2622
1440,3382
1444,3647
1444,3740
1444,3389
1444,2330
1444,1879
1444,3832
1448,3546
1448,3109
1449,3911
1449,2134
1449,2637
1449,2600
1451,3484
1451,3528
1451,3290
1451,2673
1451,3528
1451,3290
1451,2801
1451,2539
1451,3384
1451,2355
1451,2539
1451,1904
1453,2997
1453,3020
1453,3908
1453,2801
1453,3908
1453,3528
1453,3528
1453,3349
1453,3407
1453,2327
1456,3149
1456,3316
1458,1895
1460,3894
1460,2895
1460,2261
1460,2057
1460,2446
1460,2428
1460,2057
1460,3250
1460,2057
1460,2057
1460,2057
1460,3607
1460,3479
1460,2790
1460,3555
1460,3907
1460,3144
1460,2227
1460,2116
1460,3661
1460,2464
1460,3254
1460,2381
1460,1948
1460,3134
1460,2245
1460,2583
1460,2125
1460,2403
1461,2320
1461,2320
1461,3461
1461,3481
1461,3623
1461,1867
1461,3623
1461,3040
1461,3791
1463,2934
1463,3158
1463,2850
1463,2221
1463,2746
1463,2103
1463,2943
1463,1899
1463,3070
1463,2306
1463,3279
1463,2929
1463,2746
1463,3634
1463,2720
1463,3835
1463,2348
1463,3890
1463,2567
1463,3890
1463,3641
1463,2170
1463,2761
1463,2472
1468,2644
1469,3857
1469,3366
1469,2587
1469,3759
1469,3374
1469,2118
1469,2167
1469,2450
1469,2747
1469,2035
1469,2950
1469,2156
1469,3562
1471,2710
1471,2197
1475,3187
1475,3621
1475,3247
1475,2338
1475,3658
1475,3026
1477,3797
1477,2378
1478,3383
1478,2493
1480,2305
1480,3413
1481,2299
1481,2299
1482,3207
1484,2244
1484,3451
1484,2244
1484,2244
1484,3451
1484,3271
1484,2492
1484,2244
1484,3225
1484,2184
1484,2883
1484,2303
1484,2244
1484,2593
1484,2244
1484,2244
1484,1868
1484,2244
1486,3287
1488,3583
1488,3807
1488,2539
1488,3196
1488,3614
1489,3312
1489,2083
1489,2635
1489,3858
1489,3858
1491,3447
1492,3108
1493,3729
1495,3876
1498,2976
1498,2364
1501,2928
1501,3267
1501,2928
1501,3238
1501,2633
1501,2460
1501,2483
1501,3005
1501,2124
1501,3267
1501,2166
1505,2625
1505,2488
1507,2842
1508,3177
1508,2074
1508,2608
1508,3457
1508,2573
1508,2074
1508,3176
1508,2243
1509,2697
1509,2768
1511,2439
1511,3849
1511,2898
1512,2439
1512,3849
1512,2898
1513,2384
1513,2846
1513,2384
1513,1964
1513,3209
1513,3475
1513,2384
1513,2385
1513,2701
1513,2384
1513,3360
1514,3030
1514,3117
1514,3293
1514,3449
1514,2935
1514,2094
1514,1973
1515,2953
1516,2389
1516,2915
1516,2214
1518,3540
1518,2876
1519,2852
1519,2852
1519,3152
1519,3152
1519,2502
1519,3275
1519,2538
1519,3496
1521,3362
1521,3049
1521,3697
1522,3229
1522,3843
1523,2579
1523,2423
1523,3445
1524,2639
1524,3639
1524,3617
1524,3617
1524,3335
1524,2741
1524,2741
1524,2820
1524,3843
1524,3843
1526,2363
1526,2240
1526,2714
1526,2240
1526,3222
1530,3038
1530,3649
1530,3787
1534,3392
1534,2280
1534,3676
1534,3700
1534,3529
1536,3314
1536,3266
1536,3381
1540,1875
1540,3434
1541,2328
1546,3497
1546,3420
1547,3497
1547,3420
1548,2235
1550,3386
1550,2910
1550,2595
1550,2663
1550,2804
1550,3386
1550,3587
1550,3587
1550,2726
1550,3230
1550,3096
1550,3076
1550,3752
1550,3108
1550,2262
1550,3875
1550,2808
1550,2917
1550,3768
1550,2354
1550,2681
1550,2202
1550,3230
1550,3108
1550,3587
1550,3218
1550,3007
1550,2490
1550,3194
1550,3352
1550,3587
1550,3386
1550,2630
1550,2466
1550,3108
1550,1903
1550,1903
1550,1922
1550,1988
1550,3294
1550,3465
1552,2531
1560,3628
1564,1928
1564,3071
1564,2408
1564,3343
1564,3358
1568,3702
1568,3388
1568,3093
1570,3625
1570,2371
1570,3671
1570,2809
1571,3695
1574,2279
1575,2012
1575,3503
1575,2398
1575,3211
1575,3165
1576,2684
1576,1925
1576,3226
1576,3259
1577,1916
1577,3075
1577,3597
1577,3888
1579,2394
1579,2191
1579,3897
1579,1941
1580,3213
1580,2374
1580,3088
1580,3906
1580,2429
1580,3436
1580,2429
1580,3683
1580,3199
1580,3178
1580,2106
1580,3675
1580,3008
1580,3132
1580,2851
1580,3274
1580,3213
1580,3179
1580,3633
1580,2376
1580,2376
1580,3179
1580,3633
1580,1950
1580,3179
1580,1950
1580,2626
1580,1974
1580,2659
1580,2634
1580,2813
1580,2659
1580,2337
1580,3522
1580,2337
1580,2659
1580,2626
1582,2672
1583,1971
1583,3650
1583,1971
1583,2627
1583,3690
1584,2070
1584,2539
1586,1958
1586,3793
1586,3793
1586,3673
1586,3793
1587,2733
1587,2900
1587,1999
1587,2055
1587,3006
1587,3262
1587,2539
1587,2549
1587,2793
1587,3716
1587,2801
1587,2877
1587,3129
1587,3717
1587,2539
1587,1904
1587,3883
1587,3349
1588,1883
1588,3528
1588,3528
1588,2133
1588,2133
1588,3528
1590,2006
1590,2916
1590,2165
1590,3863
1590,2165
1590,3073
1590,2006
1590,2545
1590,3580
1590,3250
1590,2446
1590,2428
1590,2057
1590,2446
1590,2165
1590,3547
1591,3476
1593,3453
1594,3203
1594,3872
1594,2586
1594,3193
1595,2771
1595,2641
1595,3053
1595,3454
1595,2772
1595,2771
1595,2814
1595,3054
1595,3393
1596,2133
1596,3593
1596,3387
1596,3410
1600,3829
1600,3504
1600,2783
1600,3036
1600,2098
1600,3823
1606,2102
1606,2485
1606,2293
1606,2102
1606,2162
1606,3146
1606,3573
1606,2588
1606,3869
1606,2162
1607,2234
1607,2791
1607,3612
1613,3887
1613,3887
1613,2017
1613,3739
1613,3728
1613,3887
1613,2017
1613,3559
1613,2962
1613,3559
1613,2377
1614,3889
1615,2959
1616,2057
1616,3606
1616,2706
1616,2428
1616,2446
1616,2428
1616,2057
1616,3636
1616,2954
1617,3599
1617,1897
1617,3440
1618,3589
1619,3561
1619,2448
1619,2539
1619,2082
1619,3561
1619,2448
1619,3561
1619,3251
1619,3251
1619,2811
1619,2539
1621,3488
1621,3185
1621,2525
1621,2667
1621,3488
1623,2619
1623,2036
1623,2432
1623,1874
1624,2564
1624,3505
1624,3259
1626,2477
1626,2983
1626,3500
1633,3598
1633,3655
1633,3086
1633,2598
1633,3259
1633,2760
1635,2712
1635,3272
1635,3272
1635,3159
1635,3272
1635,2589
1635,1930
1635,3760
1635,2911
1635,2271
1635,3616
1635,2273
1635,2795
1635,3616
1636,2358
1636,3421
1636,2873
1639,3545
1642,3533
1649,2489
1649,3103
1649,3288
1649,3009
1649,1972
1649,2300
1649,3462
1650,3494
1654,3484
1654,3251
1654,3528
1654,3290
1654,2683
1654,2683
1654,3742
1654,3251
1654,3528
1654,3290
1658,3448
1658,3893
1658,2557
1658,3511
1658,2334
1658,2127
1658,3691
1658,3893
1658,1947
1658,3448
1658,2656
1658,3746
1658,3061
1658,3303
1658,3730
1658,3670
1660,3364
1660,2457
1660,2871
1660,2405
1660,3478
1660,2307
1661,3724
1661,3039
1661,2821
1661,3101
1661,3102
1664,2465
1664,3902
1664,2391
1664,2391
1668,2372
1668,3896
1668,2334
1668,1877
1668,3231
1668,2100
1668,1935
1668,3812
1668,2257
1669,2476
1669,2231
1669,2476
1670,3780
1672,2019
1672,2496
1673,2235
1677,3566
1677,2365
1682,1615
1682,2913
1682,3126
1682,2318
1682,3466
1682,2693
1682,3844
1682,2050
1683,3120
1687,2564
1687,2788
1687,3226
1687,2377
1687,2044
1692,3477
1695,3525
1695,3067
1695,2275
1695,3067
1695,2275
1695,2714
1695,2240
1695,2201
1695,3398
1695,2714
1695,2816
1695,3367
1695,2178
1695,3525
1695,2275
1696,2406
1696,3184
1696,2255
1696,3184
1696,3590
1697,2046
1703,3519
1704,2120
1704,2264
1704,2150
1704,2691
1704,3459
1704,3459
1716,2034
1716,3418
1716,2548
1716,3188
1716,2863
1716,2964
1716,2029
1716,2034
1717,3448
1717,3881
1717,3448
1720,2696
1721,2235
1721,2400
1721,2580
1721,2235
1722,2377
1723,2377
1726,3454
1726,3754
1726,2923
1726,2189
1726,2189
1726,3602
1726,3754
1726,2579
1726,3854
1726,2646
1726,2519
1726,3577
1726,3258
1726,3684
1726,2847
1726,3302
1726,2664
1726,3454
1726,3445
1726,3454
1726,3786
1726,3445
1726,2801
1726,3551
1726,2437
1726,2723
1728,3454
1728,3754
1728,2923
1728,2189
1728,2189
1728,3602
1728,3754
1728,2579
1728,3854
1728,2646
1728,2519
1728,3577
1728,3258
1728,3684
1728,2847
1728,3302
1728,2664
1728,3454
1728,3445
1728,3454
1728,3786
1728,3445
1728,2801
1728,3551
1728,2437
1728,2723
1729,3056
1729,3763
1729,1942
1729,2350
1729,3268
1729,2157
1729,2136
1731,2010
1731,1901
1731,2424
1731,1927
1732,2010
1732,1901
1732,2424
1732,1927
1735,3197
1735,3079
1736,3426
1736,3834
1736,2829
1736,1946
1737,3426
1737,3834
1737,2829
1737,1946
1738,2501
1738,2053
1738,2164
1740,3321
1740,2289
1740,2690
1740,3213
1740,1956
1741,2579
1741,3602
1741,2579
1741,3764
1741,3445
1741,3754
1741,3291
1741,2030
1741,3454
1741,3754
1741,1920
1741,3581
1743,2724
1743,3619
1743,3619
1743,3260
1743,2329
1743,2066
1743,2287
1743,2329
1743,2329
1743,3139
1743,3604
1743,2097
1743,3260
1743,3619
1745,2581
1745,2069
1745,2349
1746,3353
1746,2851
1746,2323
1747,2966
1747,2855
1747,2866
1748,2890
1748,2998
1748,2890
1748,3854
1748,3181
1750,3815
1752,2453
1753,2473
1755,3119
1755,2238
1759,1982
1764,3630
1764,3831
1764,1966
1764,2936
1764,2290
1764,2335
1765,3198
1765,2522
1766,3824
1770,1980
1770,3594
1771,3454
1771,3055
1771,3057
1773,2061
1773,2944
1773,3884
1773,3675
1773,2851
1773,3351
1773,1896
1775,1897
1775,3440
1776,2779
1778,3549
1778,3549
1778,1881
1779,3171
1781,2205
1781,2957
1781,2352
1781,2411
1784,2248
1784,2361
1784,3327
1784,3058
1784,2474
1786,3557
1787,3524
1787,2390
1787,3721
1789,3242
1789,3331
1792,3644
1792,3063
1792,3063
1792,2537
1792,2022
1798,2904
1798,3219
1798,2064
1798,2904
1798,2886
1798,3631
1798,2594
1802,3894
1802,2895
1802,2261
1802,2057
1802,2446
1802,2428
1802,2057
1802,3250
1802,2057
1802,2057
1802,2057
1802,3607
1802,3479
1802,2790
1802,3555
1802,3907
1802,3144
1802,2227
1802,2116
1802,3661
1802,2464
1802,3254
1802,2381
1802,1948
1802,3134
1802,2245
1802,2583
1802,2125
1802,2403
1803,2276
1803,2073
1803,2801
1803,2539
1803,3384
1803,2355
1804,2658
1804,3235
1805,2916
1805,2165
1805,3224
1805,3680
1805,3490
1805,2026
1805,2417
1805,2026
1805,2165
1805,1960
1805,2169
1805,2631
1805,3375
1806,3004
1806,3148
1806,3285
1806,2924
1808,3118
1810,2629
1810,3114
1810,2937
1810,1895
1810,2948
1811,2767
1811,3492
1812,2456
1812,2520
1812,2452
1812,2758
1812,2758
1813,3627
1814,1981
1814,2840
1816,3722
1816,2760
1817,3150
1817,3259
1817,3723
1818,3487
1818,3668
1818,3668
1818,3668
1818,3668
1818,3336
1818,2316
1818,2648
1818,2281
1818,3160
1819,3559
1823,3844
1823,2982
1823,3017
1823,3442
1823,2050
1823,3445
1823,2050
1825,2978
1825,2574
1825,1989
1825,3416
1825,3687
1826,2978
1826,2574
1826,1989
1826,3416
1826,3687
1827,2551
1827,2736
1827,2510
1828,2295
1828,3674
1831,3559
1831,3559
1831,3558
1831,3559
1835,2666
1835,2604
1838,2382
1838,2319
1838,2319
1838,1865
1838,2319
1838,2319
1838,2529
1838,2091
1838,3090
1838,3394
1838,3167
1838,3802
1838,2319
1838,3163
1842,2039
1842,3065
1843,2039
1843,3065
1844,2286
1844,3010
1844,3851
1844,2286
1850,3909
1854,2090
1854,3270
1855,2822
1855,1936
1855,2508
1855,3236
1855,2848
1855,3125
1857,3282
1857,2602
1858,3666
1858,2123
1861,2278
1861,1961
1861,2209
1861,3715
1861,3030
1861,3117
1861,3449
1861,3339
