id, ECLI, rechtsgebied, subrechtsgebied
3421, ECLI:NL:RVS:2025:734, Bestuursrecht, Vreemdelingenrecht
3422, ECLI:NL:CRvB:2012:BX5807, Bestuursrecht, Socialezekerheidsrecht
3423, ECLI:NL:HR:1978:AC6391, Civiel recht, 
3424, ECLI:NL:CRVB:2010:BN3885, Bestuursrecht, Socialezekerheidsrecht
3425, ECLI:NL:PHR:1999:AA3876, Civiel recht, 
3426, ECLI:NL:HR:2005:AT4094, Strafrecht, 
3427, ECLI:NL:CRVB:2023:1471, Bestuursrecht, Socialezekerheidsrecht
3428, ECLI:NL:GHARL:2021:5869, Bestuursrecht, Belastingrecht
3429, ECLI:NL:HR:2017:291, Bestuursrecht, Belastingrecht
3430, ECLI:NL:CRVB:2024:380, Bestuursrecht, Ambtenarenrecht
3431, ECLI:NL:HR:2006:AU7741, Bestuursrecht, Belastingrecht
3432, ECLI:NL:RVS:2017:2928, Bestuursrecht, 
3433, ECLI:NL:RVS:2012:BW9562, Bestuursrecht, 
3434, ECLI:NL:RBAMS:2021:420, Strafrecht, Europees strafrecht
3435, ECLI:NL:CBB:2021:158, Bestuursrecht, 
3436, ECLI:NL:RVS:2018:95, Bestuursrecht, Omgevingsrecht
3437, ECLI:NL:HR:2018:1695, Bestuursrecht, Belastingrecht
3438, ECLI:NL:RVS:2019:1694, Bestuursrecht, 
3439, ECLI:NL:RBROT:2023:2990, Bestuursrecht, Socialezekerheidsrecht
3440, ECLI:NL:RVS:2009:BI7619, Bestuursrecht, Vreemdelingenrecht
3441, ECLI:NL:RVS:2021:1238, Bestuursrecht, 
3442, ECLI:NL:PHR:2022:699, Bestuursrecht, Belastingrecht
3443, ECLI:NL:CRVB:2021:61, Bestuursrecht, Socialezekerheidsrecht
3444, ECLI:NL:RVS:2023:4845, Bestuursrecht, 
3445, ECLI:NL:RVS:2023:772, Bestuursrecht, 
3446, ECLI:NL:RVS:2015:65, Bestuursrecht, Omgevingsrecht
3447, ECLI:NL:RVS:2021:1665, Bestuursrecht, 
3448, ECLI:NL:RVS:2023:3411, Bestuursrecht, Vreemdelingenrecht
3449, ECLI:NL:RVS:2017:2483, Bestuursrecht, Vreemdelingenrecht
3450, ECLI:NL:HR:2012:BW1519, Civiel recht, 
3451, ECLI:NL:RVS:2018:2062, Bestuursrecht, 
3452, ECLI:NL:RVS:2025:5156, Bestuursrecht, Vreemdelingenrecht
3453, ECLI:NL:RBDHA:2025:6038, Bestuursrecht, Vreemdelingenrecht
3454, ECLI:NL:RVS:2022:285, Bestuursrecht, 
3455, ECLI:NL:HR:2006:AW2326, Bestuursrecht, Belastingrecht
3456, ECLI:NL:HR:2010:BJ8465, Bestuursrecht, Belastingrecht
3457, ECLI:NL:PHR:2024:916, Bestuursrecht, Belastingrecht
3458, ECLI:NL:RVS:2014:4690, Bestuursrecht, 
3459, ECLI:NL:HR:2023:1526, Bestuursrecht, Belastingrecht
3460, ECLI:NL:RVS:2012:3474, Bestuursrecht, Belastingrecht
3461, ECLI:NL:HR:2000:AA5261, Civiel recht, 
3462, ECLI:NL:XX:2005:BF8528, Civiel recht, 
3463, ECLI:NL:RBLIM:2023:7356, Bestuursrecht, 
3464, ECLI:NL:CRVB:2014:1488, Bestuursrecht, 
3465, ECLI:NL:HR:2015:2796, Bestuursrecht, Belastingrecht
3466, ECLI:NL:HR:2016:121, Bestuursrecht, Belastingrecht
3467, ECLI:NL:RBDHA:2022:2305, Bestuursrecht, Vreemdelingenrecht
3468, ECLI:NL:RBDHA:2023:4223, Bestuursrecht, Vreemdelingenrecht
3469, ECLI:NL:HR:2016:315, Bestuursrecht, Belastingrecht
3470, ECLI:NL:HR:2020:1746, Civiel recht, 
3471, ECLI:NL:RBOVE:2024:4752, Bestuursrecht, 
3472, ECLI:NL:HR:2018:488, Civiel recht, Personen- en familierecht
3473, ECLI:NL:RVS:2021:2114, Bestuursrecht, 
3474, ECLI:NL:RBAMS:2020:2938, Strafrecht, 
3475, ECLI:NL:GHSHE:2021:1341, Civiel recht, 
3476, ECLI:NL:CRVB:2014:398, Bestuursrecht, Socialezekerheidsrecht
3477, ECLI:NL:HR:1993:ZC0950, Civiel recht, 
3478, ECLI:NL:RVS:2021:2277, Bestuursrecht, 
3479, ECLI:NL:GHARL:2024:6663, Civiel recht, 
3480, ECLI:NL:HR:2022:1837, Civiel recht, 
3481, ECLI:NL:HR:2011:BQ8092, Civiel recht, Insolventierecht
3482, ECLI:NL:RVS:2025:1118, Bestuursrecht, Vreemdelingenrecht
3483, ECLI:NL:PHR:2024:133, Bestuursrecht, Belastingrecht
3484, ECLI:NL:GHDHA:2021:2568, Bestuursrecht, Belastingrecht
3485, ECLI:NL:CBB:2024:32, Bestuursrecht, 
3486, ECLI:NL:HR:2016:1203, Bestuursrecht, Belastingrecht
3487, ECLI:NL:GHSHE:2019:2176, Bestuursrecht, Belastingrecht
3488, ECLI:NL:CRVB:2012:BV9303, Bestuursrecht, Socialezekerheidsrecht
3489, ECLI:NL:HR:2022:1277, Bestuursrecht, Belastingrecht
3490, ECLI:NL:HR:2016:666, Civiel recht, 
3491, ECLI:NL:HR:2016:2083, Bestuursrecht, Belastingrecht
3492, ECLI:NL:RBAMS:2024:6164, Strafrecht, Europees strafrecht
3493, ECLI:NL:RVS:2021:325, Bestuursrecht, 
3494, ECLI:NL:HR:2013:BZ3643, Civiel recht, 
3495, ECLI:NL:GHARL:2022:7510, Bestuursrecht, Belastingrecht
3496, ECLI:NL:HR:2017:275, Civiel recht, 
3497, ECLI:NL:PHR:2020:438, Bestuursrecht, Belastingrecht
3498, ECLI:NL:RVS:2014:4598, Bestuursrecht, 
3499, ECLI:NL:RBOBR:2021:6389, Bestuursrecht, Omgevingsrecht
3500, ECLI:NL:HR:2015:3241, Civiel recht, 
3501, ECLI:NL:HR:2003:AF4606, Civiel recht, 
3502, ECLI:NL:CRVB:2021:1888, Bestuursrecht, Socialezekerheidsrecht
3503, ECLI:NL:HR:2016:1293, Civiel recht, 
3504, ECLI:NL:RVS:2024:4088, Bestuursrecht, Omgevingsrecht
3505, ECLI:NL:GHARL:2018:6402, Bestuursrecht, Bestuursstrafrecht
3506, ECLI:NL:RVS:2013:1259, Bestuursrecht, Omgevingsrecht
3507, ECLI:NL:RVS:2016:1049, Bestuursrecht, 
3508, ECLI:NL:HR:2018:678, Civiel recht, 
3509, ECLI:NL:GHARL:2016:4501, Civiel recht, Personen- en familierecht
3510, ECLI:NL:RVS:2025:5248, Bestuursrecht, Vreemdelingenrecht
3511, ECLI:NL:RVS:2023:4199, Bestuursrecht, Vreemdelingenrecht
3512, ECLI:NL:RVS:2018:961, Bestuursrecht, 
3513, ECLI:NL:RVS:2018:2092, Bestuursrecht, Vreemdelingenrecht
3514, ECLI:NL:RVS:2014:3559, Bestuursrecht, 
3515, ECLI:NL:HR:2013:BY4600, Civiel recht, 
3516, ECLI:NL:RVS:2025:5131, Bestuursrecht, Vreemdelingenrecht
3517, ECLI:NL:RVS:2018:2093, Bestuursrecht, Vreemdelingenrecht
3518, ECLI:NL:PHR:2017:81, Bestuursrecht, Belastingrecht
3519, ECLI:NL:RVS:2019:2447, Bestuursrecht, 
3520, ECLI:NL:RVS:2014:3485, Bestuursrecht, 
3521, ECLI:NL:GHAMS:2022:3540, Civiel recht, 
3522, ECLI:NL:RVS:2020:1160, Bestuursrecht, 
3523, ECLI:NL:HR:1978:AX3264, Bestuursrecht, Belastingrecht
3524, ECLI:NL:CRVB:2022:2461, Bestuursrecht, Socialezekerheidsrecht
3525, ECLI:NL:GHDHA:2023:2043, Bestuursrecht, Belastingrecht
3526, ECLI:NL:GHARL:2023:7561, Bestuursrecht, Bestuursstrafrecht
3527, ECLI:NL:HR:1992:ZC0673, Civiel recht, 
3528, ECLI:NL:HR:2020:63, Bestuursrecht, Belastingrecht
3529, ECLI:NL:HR:2016:2667, Bestuursrecht, Belastingrecht
3530, ECLI:NL:CRVB:2016:2689, Bestuursrecht, Socialezekerheidsrecht
3531, ECLI:NL:HR:2017:290, Bestuursrecht, Belastingrecht
3532, ECLI:NL:HR:1996:AC0478, Bestuursrecht, Belastingrecht
3533, ECLI:NL:CRVB:2022:1493, Bestuursrecht, Socialezekerheidsrecht
3534, ECLI:NL:HR:2006:AU7935, Civiel recht, 
3535, ECLI:NL:HR:2014:1489, Civiel recht, 
3536, ECLI:NL:RVS:2013:BZ9072, Bestuursrecht, 
3537, ECLI:NL:HR:1988:AC3785, Civiel recht, 
3538, ECLI:NL:RVS:2024:2642, Bestuursrecht, Vreemdelingenrecht
3539, ECLI:NL:RBZWB:2024:7813, Bestuursrecht, Bestuursprocesrecht
3540, ECLI:NL:RVS:2018:4158, Bestuursrecht, 
3541, ECLI:NL:HR:2011:BO5087, Bestuursrecht, Belastingrecht
3542, ECLI:NL:CRVB:2012:BX1005, Bestuursrecht, Socialezekerheidsrecht
3543, ECLI:NL:RVS:2025:552, Bestuursrecht, 
3544, ECLI:NL:RVS:2024:951, Bestuursrecht, 
3545, ECLI:NL:CRVB:2016:1896, Bestuursrecht, Socialezekerheidsrecht
3546, ECLI:NL:RBDHA:2025:10278, Bestuursrecht, Vreemdelingenrecht
3547, ECLI:NL:HR:2017:164, Civiel recht, 
3548, ECLI:NL:HR:1990:AD7494, Civiel recht, 
3549, ECLI:NL:HR:2024:515, Bestuursrecht, Belastingrecht
3550, ECLI:NL:RVS:2016:1783, Bestuursrecht, Vreemdelingenrecht
3551, ECLI:NL:RVS:2010:BL3354, Bestuursrecht, 
3552, ECLI:NL:GHDHA:2020:2116, Civiel recht, Personen- en familierecht
3553, ECLI:NL:RBMNE:2021:4549, Civiel recht, Personen- en familierecht
3554, ECLI:NL:HR:2014:716, Strafrecht, 
3555, ECLI:NL:GHSHE:2022:4081, Civiel recht, Verbintenissenrecht
3556, ECLI:NL:PHR:2024:1141, Bestuursrecht, Belastingrecht
3557, ECLI:NL:CRVB:2020:559, Bestuursrecht, Socialezekerheidsrecht
3558, ECLI:NL:RVS:2016:2502, Bestuursrecht, 
3559, ECLI:NL:RVS:2016:2582, Bestuursrecht, 
3560, ECLI:NL:GHARL:2022:2330, Bestuursrecht, Bestuursstrafrecht
3561, ECLI:NL:HR:2020:331, Bestuursrecht, Belastingrecht
3562, ECLI:NL:HR:2016:724, Civiel recht, Personen- en familierecht
3563, ECLI:NL:HR:2022:1917, Bestuursrecht, Belastingrecht
3564, ECLI:NL:RVS:2023:713, Bestuursrecht, 
3565, ECLI:NL:HR:2009:BH2952, Civiel recht, 
3566, ECLI:NL:HR:2015:2914, Civiel recht, 
3567, ECLI:NL:CRVB:2021:1116, Bestuursrecht, Socialezekerheidsrecht
3568, ECLI:NL:RVS:2024:1253, Bestuursrecht, Vreemdelingenrecht
3569, ECLI:NL:HR:1999:AA2720, Bestuursrecht, Belastingrecht
3570, ECLI:NL:RVS:2014:4736, Bestuursrecht, 
3571, ECLI:NL:HR:1990:AB9374, Civiel recht, 
3572, ECLI:NL:RVS:2014:2562, Bestuursrecht, 
3573, ECLI:NL:HR:2015:688, Civiel recht, Personen- en familierecht
3574, ECLI:NL:GHARL:2017:4021, Bestuursrecht, Bestuursstrafrecht
3575, ECLI:NL:RVS:2014:521, Bestuursrecht, 
3576, ECLI:NL:HR:2018:1810, Civiel recht, 
3577, ECLI:NL:RVS:2023:718, Bestuursrecht, 
3578, ECLI:NL:RVS:2018:3020, Bestuursrecht, 
3579, ECLI:NL:HR:2016:2495, Bestuursrecht, Belastingrecht
3580, ECLI:NL:GHAMS:2014:1533, Civiel recht, 
3581, ECLI:NL:CRVB:2022:2207, Bestuursrecht, Socialezekerheidsrecht
3582, ECLI:NL:RVS:2014:4672, Bestuursrecht, 
3583, ECLI:NL:RBMNE:2023:6191, Bestuursrecht, Belastingrecht
3584, ECLI:NL:RBAMS:2020:1896, Strafrecht, Europees strafrecht
3585, ECLI:NL:OGEAC:2018:57, Bestuursrecht, Belastingrecht
3586, ECLI:NL:RVS:2020:1128, Bestuursrecht, 
3587, ECLI:NL:RVS:2018:3735, Bestuursrecht, Vreemdelingenrecht
3588, ECLI:NL:HR:2014:3618, Strafrecht, 
3589, ECLI:NL:GHDHA:2022:2429, Civiel recht, 
3590, ECLI:NL:CRVB:2014:2785, Bestuursrecht, Ambtenarenrecht
3591, ECLI:NL:HR:2020:317, Bestuursrecht, Belastingrecht
3592, ECLI:NL:CRVB:2018:2399, Bestuursrecht, Socialezekerheidsrecht
3593, ECLI:NL:HR:2017:341, Bestuursrecht, Belastingrecht
3594, ECLI:NL:GHARL:2023:6369, Bestuursrecht, Bestuursstrafrecht
3595, ECLI:NL:RBDHA:2025:8393, Bestuursrecht, 
3596, ECLI:NL:RVS:2025:5149, Bestuursrecht, Vreemdelingenrecht
3597, ECLI:NL:HR:2003:AI0924, Bestuursrecht, Belastingrecht
3598, ECLI:NL:GHARL:2024:3339, Bestuursrecht, Bestuursstrafrecht
3599, ECLI:NL:RBDHA:2023:21288, Bestuursrecht, Vreemdelingenrecht
3600, ECLI:NL:TACAKN:2012:YH0319, Bestuursrecht, Vreemdelingenrecht
3601, ECLI:NL:CRVB:2019:345, Bestuursrecht, Socialezekerheidsrecht
3602, ECLI:NL:CRVB:2023:2086, Bestuursrecht, Socialezekerheidsrecht
3603, ECLI:NL:RVS:2019:2536, Bestuursrecht, 
3604, ECLI:NL:HR:2018:1985, Civiel recht, 
3605, ECLI:NL:RVS:2015:1330, Bestuursrecht, 
3606, ECLI:NL:GHARL:2019:10565, Civiel recht, 
3607, ECLI:NL:GHARL:2024:6662, Civiel recht, 
3608, ECLI:NL:CRVB:2017:1476, Bestuursrecht, Socialezekerheidsrecht
3609, ECLI:NL:PHR:2019:791, Bestuursrecht, Belastingrecht
3610, ECLI:NL:RVS:2014:99, Bestuursrecht, 
3611, ECLI:NL:HR:2023:443, Civiel recht, 
3612, ECLI:NL:PHR:2009:BJ7928, Bestuursrecht, Belastingrecht
3613, ECLI:NL:HR:1999:ZC2810, Civiel recht, 
3614, ECLI:NL:RBMNE:2023:2574, Bestuursrecht, Belastingrecht
3615, ECLI:NL:HR:2024:775, Bestuursrecht, Belastingrecht
3616, ECLI:NL:RVS:2024:1602, Bestuursrecht, Omgevingsrecht
3617, ECLI:NL:HR:2018:1311, Bestuursrecht, Belastingrecht
3618, ECLI:NL:HR:2018:463, Civiel recht, Personen- en familierecht
3619, ECLI:NL:HR:2014:2838, Civiel recht, 
3620, ECLI:NL:RVS:2025:789, Bestuursrecht, Vreemdelingenrecht
3621, ECLI:NL:ORBBACM:2015:13, Bestuursrecht, Belastingrecht
3622, ECLI:NL:RVS:2024:4923, Bestuursrecht, 
3623, ECLI:NL:HR:2009:BH0070, Civiel recht, 
3624, ECLI:NL:PHR:2023:711, Bestuursrecht, Belastingrecht
3625, ECLI:NL:GHDHA:2021:580, Civiel recht, 
3626, ECLI:NL:HR:2023:637, Strafrecht, 
3627, ECLI:NL:RVS:2022:835, Bestuursrecht, 
3628, ECLI:NL:HR:2000:AA5863, Civiel recht, 
3629, ECLI:NL:RVS:2012:BY2475, Bestuursrecht, 
3630, ECLI:NL:RVS:2024:1301, Bestuursrecht, 
3631, ECLI:NL:RVS:2007:BA1703, Bestuursrecht, Omgevingsrecht
3632, ECLI:NL:RVS:2018:4039, Bestuursrecht, 
3633, ECLI:NL:RVS:2023:1446, Bestuursrecht, Omgevingsrecht
3634, ECLI:NL:HR:1985:AG4960, Civiel recht, 
3635, ECLI:NL:RVS:2023:1017, Bestuursrecht, 
3636, ECLI:NL:GHARL:2020:8984, Civiel recht, 
3637, ECLI:NL:RBMNE:2021:4163, Civiel recht, Personen- en familierecht
3638, ECLI:NL:RVS:2009:BI8471, Bestuursrecht, Omgevingsrecht
3639, ECLI:NL:HR:2011:BN6324, Bestuursrecht, Belastingrecht
3640, ECLI:NL:RVS:2012:BW9537, Bestuursrecht, 
3641, ECLI:NL:HR:1937:184, Civiel recht, 
3642, ECLI:NL:RVS:2023:2333, Bestuursrecht, 
3643, ECLI:NL:RBROT:2020:7504, Bestuursrecht, 
3644, ECLI:NL:HR:2012:BW1999, Civiel recht, 
3645, ECLI:NL:HR:1968:AX5927, Bestuursrecht, Belastingrecht
3646, ECLI:NL:RVS:2003:AO0820, Bestuursrecht, 
3647, ECLI:NL:HR:2000:AA5802, Strafrecht, 
3648, ECLI:NL:RVS:2023:913, Bestuursrecht, 
3649, ECLI:NL:RVS:2016:3232, Bestuursrecht, Vreemdelingenrecht
3650, ECLI:NL:RVS:2019:4077, Bestuursrecht, 
3651, ECLI:NL:HR:2024:653, Bestuursrecht, Belastingrecht
3652, ECLI:NL:HR:2005:AR5213, Civiel recht, 
3653, ECLI:NL:HR:2025:681, Bestuursrecht, Belastingrecht
3654, ECLI:NL:CRVB:2014:1579, Bestuursrecht, Ambtenarenrecht
3655, ECLI:NL:GHARL:2016:4926, Bestuursrecht, Bestuursstrafrecht
3656, ECLI:NL:RBAMS:2017:2740, Bestuursrecht, 
3657, ECLI:NL:HR:2017:292, Bestuursrecht, Belastingrecht
3658, ECLI:NL:OGHACMB:2012:BX5453, Bestuursrecht, 
3659, ECLI:NL:HR:1998:AA2306, Bestuursrecht, Belastingrecht
3660, ECLI:NL:HR:2000:AA6513, Bestuursrecht, Belastingrecht
3661, ECLI:NL:GHARL:2024:5850, Civiel recht, 
3662, ECLI:NL:HR:2016:1483, Civiel recht, 
3663, ECLI:NL:RVS:2023:1054, Bestuursrecht, Vreemdelingenrecht
3664, ECLI:NL:RBAMS:2020:3776, Strafrecht, 
3665, ECLI:NL:RBGEL:2021:325, Civiel recht, Personen- en familierecht
3666, ECLI:NL:HR:2013:CA3765, Civiel recht, 
3667, ECLI:NL:RVS:2021:1276, Bestuursrecht, 
3668, ECLI:NL:RVS:2011:BR2279, Bestuursrecht, 
3669, ECLI:NL:CRVB:2019:2018, Bestuursrecht, Socialezekerheidsrecht
3670, ECLI:NL:RBDHA:2024:11270, Bestuursrecht, Vreemdelingenrecht
3671, ECLI:NL:HR:2017:2444, Civiel recht, 
3672, ECLI:NL:CRVB:2007:BB6732, Bestuursrecht, Ambtenarenrecht
3673, ECLI:NL:RVS:2018:1118, Bestuursrecht, 
3674, ECLI:NL:RBDHA:2024:5737, Bestuursrecht, Vreemdelingenrecht
3675, ECLI:NL:RVS:2020:2706, Bestuursrecht, 
3676, ECLI:NL:HR:2006:AT3051, Bestuursrecht, Belastingrecht
3677, ECLI:NL:CRVB:2016:1566, Bestuursrecht, Socialezekerheidsrecht
3678, ECLI:NL:HR:2008:BD1847, Civiel recht, 
3679, ECLI:NL:HR:2002:AE5164, Civiel recht, 
3680, ECLI:NL:HR:2011:BP4003, Civiel recht, 
3681, ECLI:NL:RVS:2023:1953, Bestuursrecht, 
3682, ECLI:NL:RVS:2024:4909, Bestuursrecht, 
3683, ECLI:NL:RVS:2020:2205, Bestuursrecht, Omgevingsrecht
3684, ECLI:NL:CBB:2020:992, Bestuursrecht, 
3685, ECLI:NL:RVS:2010:BM7718, Bestuursrecht, 
3686, ECLI:NL:RVS:2021:249, Bestuursrecht, 
3687, ECLI:NL:HR:2022:336, Civiel recht, 
3688, ECLI:NL:HR:2017:2517, Bestuursrecht, Belastingrecht
3689, ECLI:NL:RVS:2024:2058, Bestuursrecht, 
3690, ECLI:NL:RVS:2015:3836, Bestuursrecht, 
3691, ECLI:NL:RVS:2022:1042, Bestuursrecht, Vreemdelingenrecht
3692, ECLI:NL:RVS:2025:3148, Bestuursrecht, Vreemdelingenrecht
3693, ECLI:NL:GHARL:2017:8630, Strafrecht, Strafprocesrecht
3694, ECLI:NL:GHARL:2017:1777, Bestuursrecht, Bestuursstrafrecht
3695, ECLI:NL:PHR:2017:374, Bestuursrecht, Belastingrecht
3696, ECLI:NL:CRVB:2023:2402, Bestuursrecht, Socialezekerheidsrecht
3697, ECLI:NL:RVS:2009:BH1142, Bestuursrecht, 
3698, ECLI:NL:HR:2013:1776, Bestuursrecht, Belastingrecht
3699, ECLI:NL:CRVB:2015:1450, Bestuursrecht, Socialezekerheidsrecht
3700, ECLI:NL:HR:2013:1797, Bestuursrecht, Belastingrecht
3701, ECLI:NL:GHARL:2023:138, Bestuursrecht, Belastingrecht
3702, ECLI:NL:HR:2024:1060, Bestuursrecht, Belastingrecht
3703, ECLI:NL:CRVB:2021:881, Bestuursrecht, Socialezekerheidsrecht
3704, ECLI:NL:RVS:2021:1213, Bestuursrecht, 
3705, ECLI:NL:CRVB:2019:1696, Bestuursrecht, Socialezekerheidsrecht
3706, ECLI:NL:HR:2004:AQ3810, Civiel recht, 
3707, ECLI:NL:HR:2021:1660, Bestuursrecht, Belastingrecht
3708, ECLI:NL:RVS:2020:2879, Bestuursrecht, 
3709, ECLI:NL:RVS:2023:4585, Bestuursrecht, 
3710, ECLI:NL:HR:2010:BL7169, Bestuursrecht, Belastingrecht
3711, ECLI:NL:CRVB:2013:2985, Bestuursrecht, Ambtenarenrecht
3712, ECLI:NL:RVS:2020:2798, Bestuursrecht, 
3713, ECLI:NL:RVS:2021:554, Bestuursrecht, 
3714, ECLI:NL:CRVB:2022:2717, Bestuursrecht, Socialezekerheidsrecht
3715, ECLI:NL:RVS:2003:AM2916, Bestuursrecht, Vreemdelingenrecht
3716, ECLI:NL:HR:2022:89, Bestuursrecht, Belastingrecht
3717, ECLI:NL:RBGEL:2022:519, Bestuursrecht, Belastingrecht
3718, ECLI:NL:HR:2019:793, Strafrecht, 
3719, ECLI:NL:RVS:2019:1855, Bestuursrecht, Vreemdelingenrecht
3720, ECLI:NL:RBAMS:2024:5122, Strafrecht, Internationaal strafrecht
3721, ECLI:NL:RVS:2020:3139, Bestuursrecht, 
3722, ECLI:NL:GHARL:2022:3771, Bestuursrecht, Bestuursstrafrecht
3723, ECLI:NL:GHARL:2024:4051, Strafrecht, Strafprocesrecht
3724, ECLI:NL:HR:2012:BY2665, Bestuursrecht, Belastingrecht
3725, ECLI:NL:RVS:2018:3745, Bestuursrecht, Vreemdelingenrecht
3726, ECLI:NL:PHR:2024:1, Bestuursrecht, Belastingrecht
3727, ECLI:NL:HR:1994:ZC5609, Bestuursrecht, Belastingrecht
3728, ECLI:NL:RVS:2017:1588, Bestuursrecht, 
3729, ECLI:NL:HR:2014:2782, Bestuursrecht, Belastingrecht
3730, ECLI:NL:RVS:2024:2946, Bestuursrecht, Vreemdelingenrecht
3731, ECLI:NL:HR:2001:AB2576, Civiel recht, 
3732, ECLI:NL:RVS:2014:4530, Bestuursrecht, 
3733, ECLI:NL:RVS:2020:1166, Bestuursrecht, 
3734, ECLI:NL:GHSHE:2020:698, Civiel recht, 
3735, ECLI:NL:GHAMS:2022:362, Bestuursrecht, Belastingrecht
3736, ECLI:NL:GHAMS:2022:1754, Civiel recht, 
3737, ECLI:NL:CRVB:2016:3501, Bestuursrecht, Socialezekerheidsrecht
3738, ECLI:NL:RVS:2014:4272, Bestuursrecht, 
3739, ECLI:NL:RVS:2013:CA2858, Bestuursrecht, 
3740, ECLI:NL:HR:2002:AE5618, Strafrecht, 
3741, ECLI:NL:CRVB:2010:BM8090, Bestuursrecht, Socialezekerheidsrecht
3742, ECLI:NL:HR:2023:1703, Bestuursrecht, Belastingrecht
3743, ECLI:NL:RVS:2016:486, Bestuursrecht, 
3744, ECLI:NL:CRVB:2001:AD5986, Bestuursrecht, Socialezekerheidsrecht
3745, ECLI:NL:GHAMS:2024:2297, Bestuursrecht, Belastingrecht
3746, ECLI:NL:RVS:2024:2548, Bestuursrecht, Vreemdelingenrecht
3747, ECLI:NL:HR:2009:BJ5125, Bestuursrecht, Belastingrecht
3748, ECLI:NL:HR:2023:1337, Bestuursrecht, Belastingrecht
3749, ECLI:NL:RBAMS:2019:198, Civiel recht, 
3750, ECLI:NL:RVS:2015:32, Bestuursrecht, 
3751, ECLI:NL:RVS:2020:1182, Bestuursrecht, 
3752, ECLI:NL:RVS:2018:999, Bestuursrecht, Vreemdelingenrecht
3753, ECLI:NL:RVS:2020:1560, Bestuursrecht, Vreemdelingenrecht
3754, ECLI:NL:CBB:2024:190, Bestuursrecht, 
3755, ECLI:NL:HR:2021:1725, Civiel recht, 
3756, ECLI:NL:RVS:2016:1442, Bestuursrecht, Vreemdelingenrecht
3757, ECLI:NL:RVS:2017:1733, Bestuursrecht, Vreemdelingenrecht
3758, ECLI:NL:CRVB:2023:133, Bestuursrecht, Socialezekerheidsrecht
3759, ECLI:NL:HR:2006:AY7000, Civiel recht, Personen- en familierecht
3760, ECLI:NL:RVS:2024:268, Bestuursrecht, 
3761, ECLI:NL:CRVB:2010:BO9528, Bestuursrecht, Socialezekerheidsrecht
3762, ECLI:NL:GHARL:2015:65, Bestuursrecht, Bestuursstrafrecht
3763, ECLI:NL:RVS:2019:3410, Bestuursrecht, Vreemdelingenrecht
3764, ECLI:NL:CRVB:2017:2622, Bestuursrecht, Socialezekerheidsrecht
3765, ECLI:NL:CBB:2022:134, Bestuursrecht, 
3766, ECLI:NL:RBDHA:2019:12744, Bestuursrecht, Socialezekerheidsrecht
3767, ECLI:NL:CBB:2023:52, Bestuursrecht, 
3768, ECLI:NL:RVS:2019:580, Bestuursrecht, Vreemdelingenrecht
3769, ECLI:NL:CRVB:2011:BU4522, Bestuursrecht, Socialezekerheidsrecht
3770, ECLI:NL:RVS:2022:85, Bestuursrecht, Vreemdelingenrecht
3771, ECLI:NL:CRVB:2019:815, Bestuursrecht, Socialezekerheidsrecht
3772, ECLI:NL:RVS:2018:1081, Bestuursrecht, Vreemdelingenrecht
3773, ECLI:NL:RVS:2022:2759, Bestuursrecht, Vreemdelingenrecht
3774, ECLI:NL:RVS:2024:4631, Bestuursrecht, Vreemdelingenrecht
3775, ECLI:NL:CRVB:2012:BW5987, Bestuursrecht, Socialezekerheidsrecht
3776, ECLI:NL:RVS:2024:2224, Bestuursrecht, 
3777, ECLI:NL:CRvB:2010:BM1179, Bestuursrecht, Socialezekerheidsrecht
3778, ECLI:NL:RVS:2021:2865, Bestuursrecht, Vreemdelingenrecht
3779, ECLI:NL:PHR:2021:80, Bestuursrecht, Belastingrecht
3780, ECLI:NL:HR:2011:BO6106, Civiel recht, 
3781, ECLI:NL:RVS:2019:665, Bestuursrecht, Vreemdelingenrecht
3782, ECLI:NL:CRVB:2021:3321, Bestuursrecht, Socialezekerheidsrecht
3783, ECLI:NL:CRVB:2022:2701, Bestuursrecht, Socialezekerheidsrecht
3784, ECLI:NL:HR:2014:702, Strafrecht, 
3785, ECLI:NL:RBLIM:2019:8232, Bestuursrecht, 
3786, ECLI:NL:CBB:2024:927, Bestuursrecht, 
3787, ECLI:NL:RVS:2018:1, Bestuursrecht, Vreemdelingenrecht
3788, ECLI:NL:HR:2014:91, Civiel recht, Personen- en familierecht
3789, ECLI:NL:PHR:2018:231, Bestuursrecht, Belastingrecht
3790, ECLI:NL:HR:2007:AX0678, Bestuursrecht, Belastingrecht
3791, ECLI:NL:HR:2003:AF7002, Civiel recht, 
3792, ECLI:NL:RBAMS:2023:538, Bestuursrecht, 
3793, ECLI:NL:RVS:2016:2526, Bestuursrecht, 
3794, ECLI:NL:CRVB:2021:2187, Bestuursrecht, Socialezekerheidsrecht
3795, ECLI:NL:CBB:2024:33, Bestuursrecht, 
3796, ECLI:NL:RBAMS:2024:7580, Civiel recht, Personen- en familierecht
3797, ECLI:NL:RVS:2013:1426, Bestuursrecht, 
3798, ECLI:NL:HR:2012:BW9879, Bestuursrecht, Belastingrecht
3799, ECLI:NL:RVS:2011:BU8882, Bestuursrecht, 
3800, ECLI:NL:RVS:2009:BK5859, Bestuursrecht, 
3801, ECLI:NL:RVS:2015:3652, Bestuursrecht, Vreemdelingenrecht
3802, ECLI:NL:RVS:2020:423, Bestuursrecht, 
